2025-12-28 18:45:35,051 | INFO | Logging initialized. Log file: results\continuous_control\run_20251228_184535\run.log
2025-12-28 18:45:35,052 | INFO | Results will be saved to: results\continuous_control\run_20251228_184535
2025-12-28 18:45:35,052 | INFO | Seeds: (29,)
2025-12-28 18:45:35,052 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-28 18:45:35,056 | INFO | Hyperparameter search enabled. Trials to run: 10 (max-trials=10)
2025-12-28 18:45:35,058 | INFO | [trial_001] Starting trial with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-29 02:30:41,386 | INFO | [trial_003 | seed 29] --> reached_goal_mean_reward (eval mean_100) OK
2025-12-29 03:10:19,532 | INFO | [trial_003 | seed 29] Training complete.
2025-12-29 03:10:19,533 | INFO | [trial_003 | seed 29] Solved (evaluation metric) at episode 100.
2025-12-29 03:10:19,533 | INFO | [trial_003 | seed 29] Final evaluation score 33.07±1.66 in 5435.43s training, 10336.47s wall.
2025-12-29 03:10:19,534 | INFO | [trial_003 | seed 29] Closing UnityVectorEnv (worker_id=3029).
2025-12-29 03:10:19,534 | INFO | [Main] Requesting worker 3029 to close Unity env.
2025-12-29 03:10:20,339 | INFO | [Main] Worker 3029 joined. Unity env fully closed.
2025-12-29 03:10:20,340 | INFO | [trial_003 | seed 29] Final eval score: 33.07
2025-12-29 03:10:20,680 | INFO | [trial_003 | seed 29] Per-seed evaluation plot saved to results\continuous_control\run_20251228_184535\plots\evaluation_mean100_trial_003_seed_29.png
2025-12-29 03:10:20,681 | INFO | [trial_003 | seed 29] Summary appended to results\continuous_control\run_20251228_184535\plots_summary.csv
2025-12-29 03:10:20,881 | INFO | [trial_003] Final scores across seeds: [33.073]
2025-12-29 03:10:20,881 | INFO | [trial_003] Avg=33.073 ± 0.000, Best seed score=33.073
2025-12-29 03:10:20,883 | INFO | [trial_004] Starting trial with hparams: {"batch_size":128,"buffer_size":100000,"exploration_noise_ratio":0.1,"hidden_dims":[128,128],"lr":0.0001,"n_warmup_batches":10,"optimizer":"Adam","target_update_every":10,"tau":0.005}
2025-12-29 03:10:20,886 | INFO | [trial_004 | seed 29] Start training with hparams: {"batch_size":128,"buffer_size":100000,"exploration_noise_ratio":0.1,"hidden_dims":[128,128],"lr":0.0001,"n_warmup_batches":10,"optimizer":"Adam","target_update_every":10,"tau":0.005}
2025-12-29 03:10:20,888 | INFO | [trial_004 | seed 29] === Starting run for seed 29 ===
2025-12-29 03:10:20,888 | INFO | [trial_004 | seed 29] Hyperparameters: {"batch_size":128,"buffer_size":100000,"exploration_noise_ratio":0.1,"hidden_dims":[128,128],"lr":0.0001,"n_warmup_batches":10,"optimizer":"Adam","target_update_every":10,"tau":0.005}
2025-12-29 03:10:20,890 | INFO | [trial_004 | seed 29] Launching UnityVectorEnv with worker_id=4029, seed=29
2025-12-29 03:10:20,890 | INFO | [Main] Spawning worker 4029 for Unity env (seed=29). Executable: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-29 03:10:20,910 | INFO | [Main] Worker 4029 started (pid=70880).
2025-12-29 03:10:25,812 | INFO | [trial_004 | seed 29] Environment batched agents (train): 20
2025-12-29 03:11:10,925 | INFO | [trial_004 | seed 29] Environment batched agents (eval): 20
2025-12-29 03:11:34,803 | INFO | [trial_004 | seed 29] elapsed_time 00:01:13, episode 0000, episode_env_steps 1001, episode_sum_max_reward_per_step 13.000000, episode_sum_max_abs_reward_per_step 13.000000, mean_reward_over_100_episodes_from_training 00.78±00.00, mean_exploration_ratio_over_100_episodes_from_training 0.0301±0.0000, mean_reward_over_100_episodes_from_eval 00.71±00.00
2025-12-29 03:12:42,665 | INFO | [trial_004 | seed 29] elapsed_time 00:02:21, episode 0001, episode_env_steps 1001, episode_sum_max_reward_per_step 12.310000, episode_sum_max_abs_reward_per_step 12.310000, mean_reward_over_100_episodes_from_training 00.74±00.04, mean_exploration_ratio_over_100_episodes_from_training 0.0290±0.0011, mean_reward_over_100_episodes_from_eval 00.86±00.16
2025-12-29 03:13:59,744 | INFO | [trial_004 | seed 29] elapsed_time 00:03:38, episode 0002, episode_env_steps 1001, episode_sum_max_reward_per_step 12.570000, episode_sum_max_abs_reward_per_step 12.570000, mean_reward_over_100_episodes_from_training 00.74±00.03, mean_exploration_ratio_over_100_episodes_from_training 0.0282±0.0014, mean_reward_over_100_episodes_from_eval 00.84±00.13
2025-12-29 03:15:09,396 | INFO | [trial_004 | seed 29] elapsed_time 00:04:48, episode 0003, episode_env_steps 1001, episode_sum_max_reward_per_step 11.350000, episode_sum_max_abs_reward_per_step 11.350000, mean_reward_over_100_episodes_from_training 00.71±00.06, mean_exploration_ratio_over_100_episodes_from_training 0.0280±0.0013, mean_reward_over_100_episodes_from_eval 00.80±00.13
2025-12-29 03:16:19,628 | INFO | [trial_004 | seed 29] elapsed_time 00:05:58, episode 0004, episode_env_steps 1001, episode_sum_max_reward_per_step 13.380000, episode_sum_max_abs_reward_per_step 13.380000, mean_reward_over_100_episodes_from_training 00.74±00.08, mean_exploration_ratio_over_100_episodes_from_training 0.0276±0.0013, mean_reward_over_100_episodes_from_eval 00.87±00.19
2025-12-29 03:17:30,647 | INFO | [trial_004 | seed 29] elapsed_time 00:07:09, episode 0005, episode_env_steps 1001, episode_sum_max_reward_per_step 15.350000, episode_sum_max_abs_reward_per_step 15.350000, mean_reward_over_100_episodes_from_training 00.79±00.12, mean_exploration_ratio_over_100_episodes_from_training 0.0277±0.0013, mean_reward_over_100_episodes_from_eval 00.92±00.20
2025-12-29 03:18:40,399 | INFO | [trial_004 | seed 29] elapsed_time 00:08:19, episode 0006, episode_env_steps 1001, episode_sum_max_reward_per_step 15.080000, episode_sum_max_abs_reward_per_step 15.080000, mean_reward_over_100_episodes_from_training 00.83±00.15, mean_exploration_ratio_over_100_episodes_from_training 0.0277±0.0012, mean_reward_over_100_episodes_from_eval 00.91±00.19
2025-12-29 03:19:52,014 | INFO | [trial_004 | seed 29] elapsed_time 00:09:31, episode 0007, episode_env_steps 1001, episode_sum_max_reward_per_step 17.460000, episode_sum_max_abs_reward_per_step 17.460000, mean_reward_over_100_episodes_from_training 00.87±00.18, mean_exploration_ratio_over_100_episodes_from_training 0.0277±0.0011, mean_reward_over_100_episodes_from_eval 00.97±00.23
2025-12-29 03:21:01,646 | INFO | [trial_004 | seed 29] elapsed_time 00:10:40, episode 0008, episode_env_steps 1001, episode_sum_max_reward_per_step 17.130000, episode_sum_max_abs_reward_per_step 17.130000, mean_reward_over_100_episodes_from_training 00.89±00.18, mean_exploration_ratio_over_100_episodes_from_training 0.0276±0.0011, mean_reward_over_100_episodes_from_eval 01.01±00.25
2025-12-29 03:22:12,440 | INFO | [trial_004 | seed 29] elapsed_time 00:11:51, episode 0009, episode_env_steps 1001, episode_sum_max_reward_per_step 20.030000, episode_sum_max_abs_reward_per_step 20.030000, mean_reward_over_100_episodes_from_training 00.95±00.25, mean_exploration_ratio_over_100_episodes_from_training 0.0273±0.0013, mean_reward_over_100_episodes_from_eval 01.08±00.31
2025-12-29 03:23:24,300 | INFO | [trial_004 | seed 29] elapsed_time 00:13:03, episode 0010, episode_env_steps 1001, episode_sum_max_reward_per_step 14.710000, episode_sum_max_abs_reward_per_step 14.710000, mean_reward_over_100_episodes_from_training 00.95±00.24, mean_exploration_ratio_over_100_episodes_from_training 0.0272±0.0014, mean_reward_over_100_episodes_from_eval 01.01±00.36
2025-12-29 03:24:47,283 | INFO | [trial_004 | seed 29] elapsed_time 00:14:26, episode 0011, episode_env_steps 1001, episode_sum_max_reward_per_step 04.120000, episode_sum_max_abs_reward_per_step 04.120000, mean_reward_over_100_episodes_from_training 00.90±00.30, mean_exploration_ratio_over_100_episodes_from_training 0.0267±0.0020, mean_reward_over_100_episodes_from_eval 00.94±00.42
2025-12-29 03:26:09,205 | INFO | [trial_004 | seed 29] elapsed_time 00:15:48, episode 0012, episode_env_steps 1001, episode_sum_max_reward_per_step 03.800000, episode_sum_max_abs_reward_per_step 03.800000, mean_reward_over_100_episodes_from_training 00.84±00.34, mean_exploration_ratio_over_100_episodes_from_training 0.0264±0.0022, mean_reward_over_100_episodes_from_eval 00.92±00.41
2025-12-29 03:27:28,697 | INFO | [trial_004 | seed 29] elapsed_time 00:17:07, episode 0013, episode_env_steps 1001, episode_sum_max_reward_per_step 24.949999, episode_sum_max_abs_reward_per_step 24.949999, mean_reward_over_100_episodes_from_training 00.92±00.42, mean_exploration_ratio_over_100_episodes_from_training 0.0263±0.0022, mean_reward_over_100_episodes_from_eval 01.01±00.49
2025-12-29 03:28:40,388 | INFO | [trial_004 | seed 29] elapsed_time 00:18:19, episode 0014, episode_env_steps 1001, episode_sum_max_reward_per_step 25.439999, episode_sum_max_abs_reward_per_step 25.439999, mean_reward_over_100_episodes_from_training 01.00±00.51, mean_exploration_ratio_over_100_episodes_from_training 0.0262±0.0021, mean_reward_over_100_episodes_from_eval 01.06±00.51
2025-12-29 03:29:52,931 | INFO | [trial_004 | seed 29] elapsed_time 00:19:32, episode 0015, episode_env_steps 1001, episode_sum_max_reward_per_step 22.260000, episode_sum_max_abs_reward_per_step 22.260000, mean_reward_over_100_episodes_from_training 01.06±00.54, mean_exploration_ratio_over_100_episodes_from_training 0.0262±0.0021, mean_reward_over_100_episodes_from_eval 01.09±00.51
2025-12-29 03:31:04,181 | INFO | [trial_004 | seed 29] elapsed_time 00:20:43, episode 0016, episode_env_steps 1001, episode_sum_max_reward_per_step 05.310000, episode_sum_max_abs_reward_per_step 05.310000, mean_reward_over_100_episodes_from_training 01.02±00.54, mean_exploration_ratio_over_100_episodes_from_training 0.0261±0.0021, mean_reward_over_100_episodes_from_eval 01.05±00.51
2025-12-29 03:32:14,864 | INFO | [trial_004 | seed 29] elapsed_time 00:21:53, episode 0017, episode_env_steps 1001, episode_sum_max_reward_per_step 18.970000, episode_sum_max_abs_reward_per_step 18.970000, mean_reward_over_100_episodes_from_training 01.03±00.53, mean_exploration_ratio_over_100_episodes_from_training 0.0261±0.0020, mean_reward_over_100_episodes_from_eval 01.06±00.50
2025-12-29 03:33:27,113 | INFO | [trial_004 | seed 29] elapsed_time 00:23:06, episode 0018, episode_env_steps 1001, episode_sum_max_reward_per_step 16.390000, episode_sum_max_abs_reward_per_step 16.390000, mean_reward_over_100_episodes_from_training 01.04±00.52, mean_exploration_ratio_over_100_episodes_from_training 0.0260±0.0020, mean_reward_over_100_episodes_from_eval 01.05±00.49
2025-12-29 03:34:37,794 | INFO | [trial_004 | seed 29] elapsed_time 00:24:16, episode 0019, episode_env_steps 1001, episode_sum_max_reward_per_step 16.720000, episode_sum_max_abs_reward_per_step 16.720000, mean_reward_over_100_episodes_from_training 01.04±00.50, mean_exploration_ratio_over_100_episodes_from_training 0.0259±0.0020, mean_reward_over_100_episodes_from_eval 01.03±00.48
2025-12-29 03:35:49,820 | INFO | [trial_004 | seed 29] elapsed_time 00:25:28, episode 0020, episode_env_steps 1001, episode_sum_max_reward_per_step 21.970000, episode_sum_max_abs_reward_per_step 21.970000, mean_reward_over_100_episodes_from_training 01.07±00.50, mean_exploration_ratio_over_100_episodes_from_training 0.0258±0.0020, mean_reward_over_100_episodes_from_eval 01.07±00.49
2025-12-29 03:37:00,551 | INFO | [trial_004 | seed 29] elapsed_time 00:26:39, episode 0021, episode_env_steps 1001, episode_sum_max_reward_per_step 25.639999, episode_sum_max_abs_reward_per_step 25.639999, mean_reward_over_100_episodes_from_training 01.11±00.53, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0020, mean_reward_over_100_episodes_from_eval 01.13±00.56
2025-12-29 03:38:11,113 | INFO | [trial_004 | seed 29] elapsed_time 00:27:50, episode 0022, episode_env_steps 1001, episode_sum_max_reward_per_step 29.839999, episode_sum_max_abs_reward_per_step 29.839999, mean_reward_over_100_episodes_from_training 01.17±00.60, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0020, mean_reward_over_100_episodes_from_eval 01.20±00.63
2025-12-29 03:39:23,066 | INFO | [trial_004 | seed 29] elapsed_time 00:29:02, episode 0023, episode_env_steps 1001, episode_sum_max_reward_per_step 32.979999, episode_sum_max_abs_reward_per_step 32.979999, mean_reward_over_100_episodes_from_training 01.26±00.72, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0019, mean_reward_over_100_episodes_from_eval 01.28±00.73
2025-12-29 03:40:34,557 | INFO | [trial_004 | seed 29] elapsed_time 00:30:13, episode 0024, episode_env_steps 1001, episode_sum_max_reward_per_step 34.189999, episode_sum_max_abs_reward_per_step 34.189999, mean_reward_over_100_episodes_from_training 01.34±00.82, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0019, mean_reward_over_100_episodes_from_eval 01.38±00.87
2025-12-29 03:41:45,207 | INFO | [trial_004 | seed 29] elapsed_time 00:31:24, episode 0025, episode_env_steps 1001, episode_sum_max_reward_per_step 32.829999, episode_sum_max_abs_reward_per_step 32.829999, mean_reward_over_100_episodes_from_training 01.43±00.90, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0019, mean_reward_over_100_episodes_from_eval 01.48±01.00
2025-12-29 03:42:56,141 | INFO | [trial_004 | seed 29] elapsed_time 00:32:35, episode 0026, episode_env_steps 1001, episode_sum_max_reward_per_step 36.599999, episode_sum_max_abs_reward_per_step 36.599999, mean_reward_over_100_episodes_from_training 01.53±01.03, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0018, mean_reward_over_100_episodes_from_eval 01.63±01.24
2025-12-29 03:44:07,442 | INFO | [trial_004 | seed 29] elapsed_time 00:33:46, episode 0027, episode_env_steps 1001, episode_sum_max_reward_per_step 38.189999, episode_sum_max_abs_reward_per_step 38.189999, mean_reward_over_100_episodes_from_training 01.67±01.24, mean_exploration_ratio_over_100_episodes_from_training 0.0258±0.0018, mean_reward_over_100_episodes_from_eval 01.77±01.42
2025-12-29 03:45:18,330 | INFO | [trial_004 | seed 29] elapsed_time 00:34:57, episode 0028, episode_env_steps 1001, episode_sum_max_reward_per_step 38.529999, episode_sum_max_abs_reward_per_step 38.529999, mean_reward_over_100_episodes_from_training 01.84±01.51, mean_exploration_ratio_over_100_episodes_from_training 0.0257±0.0018, mean_reward_over_100_episodes_from_eval 01.97±01.74
2025-12-29 03:46:29,407 | INFO | [trial_004 | seed 29] elapsed_time 00:36:08, episode 0029, episode_env_steps 1001, episode_sum_max_reward_per_step 39.249999, episode_sum_max_abs_reward_per_step 39.249999, mean_reward_over_100_episodes_from_training 02.05±01.89, mean_exploration_ratio_over_100_episodes_from_training 0.0258±0.0018, mean_reward_over_100_episodes_from_eval 02.17±02.02
2025-12-29 03:47:40,109 | INFO | [trial_004 | seed 29] elapsed_time 00:37:19, episode 0030, episode_env_steps 1001, episode_sum_max_reward_per_step 38.569999, episode_sum_max_abs_reward_per_step 38.569999, mean_reward_over_100_episodes_from_training 02.23±02.10, mean_exploration_ratio_over_100_episodes_from_training 0.0259±0.0018, mean_reward_over_100_episodes_from_eval 02.35±02.22
2025-12-29 03:48:51,309 | INFO | [trial_004 | seed 29] elapsed_time 00:38:30, episode 0031, episode_env_steps 1001, episode_sum_max_reward_per_step 38.999999, episode_sum_max_abs_reward_per_step 38.999999, mean_reward_over_100_episodes_from_training 02.40±02.26, mean_exploration_ratio_over_100_episodes_from_training 0.0259±0.0018, mean_reward_over_100_episodes_from_eval 02.52±02.39
2025-12-29 03:50:02,506 | INFO | [trial_004 | seed 29] elapsed_time 00:39:41, episode 0032, episode_env_steps 1001, episode_sum_max_reward_per_step 37.479999, episode_sum_max_abs_reward_per_step 37.479999, mean_reward_over_100_episodes_from_training 02.52±02.34, mean_exploration_ratio_over_100_episodes_from_training 0.0260±0.0018, mean_reward_over_100_episodes_from_eval 02.69±02.54
2025-12-29 03:51:13,442 | INFO | [trial_004 | seed 29] elapsed_time 00:40:52, episode 0033, episode_env_steps 1001, episode_sum_max_reward_per_step 39.469999, episode_sum_max_abs_reward_per_step 39.469999, mean_reward_over_100_episodes_from_training 02.71±02.53, mean_exploration_ratio_over_100_episodes_from_training 0.0260±0.0018, mean_reward_over_100_episodes_from_eval 02.87±02.70
2025-12-29 03:52:24,802 | INFO | [trial_004 | seed 29] elapsed_time 00:42:03, episode 0034, episode_env_steps 1001, episode_sum_max_reward_per_step 39.539999, episode_sum_max_abs_reward_per_step 39.539999, mean_reward_over_100_episodes_from_training 02.89±02.70, mean_exploration_ratio_over_100_episodes_from_training 0.0260±0.0018, mean_reward_over_100_episodes_from_eval 03.02±02.80
2025-12-29 03:53:35,887 | INFO | [trial_004 | seed 29] elapsed_time 00:43:14, episode 0035, episode_env_steps 1001, episode_sum_max_reward_per_step 39.359999, episode_sum_max_abs_reward_per_step 39.359999, mean_reward_over_100_episodes_from_training 03.08±02.91, mean_exploration_ratio_over_100_episodes_from_training 0.0260±0.0018, mean_reward_over_100_episodes_from_eval 03.19±02.95
2025-12-29 03:54:51,920 | INFO | [trial_004 | seed 29] elapsed_time 00:44:31, episode 0036, episode_env_steps 1001, episode_sum_max_reward_per_step 39.489999, episode_sum_max_abs_reward_per_step 39.489999, mean_reward_over_100_episodes_from_training 03.29±03.13, mean_exploration_ratio_over_100_episodes_from_training 0.0262±0.0019, mean_reward_over_100_episodes_from_eval 03.38±03.12
2025-12-29 03:56:02,774 | INFO | [trial_004 | seed 29] elapsed_time 00:45:41, episode 0037, episode_env_steps 1001, episode_sum_max_reward_per_step 39.469999, episode_sum_max_abs_reward_per_step 39.469999, mean_reward_over_100_episodes_from_training 03.47±03.27, mean_exploration_ratio_over_100_episodes_from_training 0.0262±0.0019, mean_reward_over_100_episodes_from_eval 03.58±03.31
2025-12-29 03:57:13,146 | INFO | [trial_004 | seed 29] elapsed_time 00:46:52, episode 0038, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 03.64±03.40, mean_exploration_ratio_over_100_episodes_from_training 0.0262±0.0019, mean_reward_over_100_episodes_from_eval 03.76±03.45
2025-12-29 03:58:23,911 | INFO | [trial_004 | seed 29] elapsed_time 00:48:03, episode 0039, episode_env_steps 1001, episode_sum_max_reward_per_step 39.449999, episode_sum_max_abs_reward_per_step 39.449999, mean_reward_over_100_episodes_from_training 03.80±03.50, mean_exploration_ratio_over_100_episodes_from_training 0.0263±0.0019, mean_reward_over_100_episodes_from_eval 03.93±03.57
2025-12-29 03:59:37,561 | INFO | [trial_004 | seed 29] elapsed_time 00:49:16, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 03.97±03.62, mean_exploration_ratio_over_100_episodes_from_training 0.0264±0.0019, mean_reward_over_100_episodes_from_eval 04.12±03.72
2025-12-29 04:00:48,073 | INFO | [trial_004 | seed 29] elapsed_time 00:50:27, episode 0041, episode_env_steps 1001, episode_sum_max_reward_per_step 39.429999, episode_sum_max_abs_reward_per_step 39.429999, mean_reward_over_100_episodes_from_training 04.09±03.66, mean_exploration_ratio_over_100_episodes_from_training 0.0264±0.0019, mean_reward_over_100_episodes_from_eval 04.29±03.83
2025-12-29 04:02:01,608 | INFO | [trial_004 | seed 29] elapsed_time 00:51:40, episode 0042, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 04.23±03.73, mean_exploration_ratio_over_100_episodes_from_training 0.0264±0.0019, mean_reward_over_100_episodes_from_eval 04.46±03.94
2025-12-29 04:03:23,452 | INFO | [trial_004 | seed 29] elapsed_time 00:53:02, episode 0043, episode_env_steps 1001, episode_sum_max_reward_per_step 39.509999, episode_sum_max_abs_reward_per_step 39.509999, mean_reward_over_100_episodes_from_training 04.39±03.83, mean_exploration_ratio_over_100_episodes_from_training 0.0265±0.0019, mean_reward_over_100_episodes_from_eval 04.60±04.00
2025-12-29 04:04:44,838 | INFO | [trial_004 | seed 29] elapsed_time 00:54:23, episode 0044, episode_env_steps 1001, episode_sum_max_reward_per_step 39.209999, episode_sum_max_abs_reward_per_step 39.209999, mean_reward_over_100_episodes_from_training 04.48±03.84, mean_exploration_ratio_over_100_episodes_from_training 0.0265±0.0019, mean_reward_over_100_episodes_from_eval 04.75±04.08
2025-12-29 04:05:53,067 | INFO | [trial_004 | seed 29] elapsed_time 00:55:32, episode 0045, episode_env_steps 1001, episode_sum_max_reward_per_step 39.479999, episode_sum_max_abs_reward_per_step 39.479999, mean_reward_over_100_episodes_from_training 04.61±03.89, mean_exploration_ratio_over_100_episodes_from_training 0.0266±0.0019, mean_reward_over_100_episodes_from_eval 04.86±04.11
2025-12-29 04:06:45,026 | INFO | [trial_004 | seed 29] elapsed_time 00:56:24, episode 0046, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 04.78±04.02, mean_exploration_ratio_over_100_episodes_from_training 0.0266±0.0019, mean_reward_over_100_episodes_from_eval 05.01±04.18
2025-12-29 04:07:37,812 | INFO | [trial_004 | seed 29] elapsed_time 00:57:16, episode 0047, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 04.90±04.07, mean_exploration_ratio_over_100_episodes_from_training 0.0267±0.0019, mean_reward_over_100_episodes_from_eval 05.14±04.24
2025-12-29 04:08:30,282 | INFO | [trial_004 | seed 29] elapsed_time 00:58:09, episode 0048, episode_env_steps 1001, episode_sum_max_reward_per_step 39.429999, episode_sum_max_abs_reward_per_step 39.429999, mean_reward_over_100_episodes_from_training 05.00±04.08, mean_exploration_ratio_over_100_episodes_from_training 0.0267±0.0019, mean_reward_over_100_episodes_from_eval 05.21±04.23
2025-12-29 04:09:22,691 | INFO | [trial_004 | seed 29] elapsed_time 00:59:01, episode 0049, episode_env_steps 1001, episode_sum_max_reward_per_step 39.429999, episode_sum_max_abs_reward_per_step 39.429999, mean_reward_over_100_episodes_from_training 05.12±04.12, mean_exploration_ratio_over_100_episodes_from_training 0.0268±0.0019, mean_reward_over_100_episodes_from_eval 05.33±04.26
2025-12-29 04:10:15,374 | INFO | [trial_004 | seed 29] elapsed_time 00:59:54, episode 0050, episode_env_steps 1001, episode_sum_max_reward_per_step 39.149999, episode_sum_max_abs_reward_per_step 39.149999, mean_reward_over_100_episodes_from_training 05.22±04.15, mean_exploration_ratio_over_100_episodes_from_training 0.0268±0.0019, mean_reward_over_100_episodes_from_eval 05.41±04.26
2025-12-29 04:11:08,091 | INFO | [trial_004 | seed 29] elapsed_time 01:00:47, episode 0051, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 05.32±04.17, mean_exploration_ratio_over_100_episodes_from_training 0.0268±0.0019, mean_reward_over_100_episodes_from_eval 05.50±04.27
2025-12-29 04:12:00,544 | INFO | [trial_004 | seed 29] elapsed_time 01:01:39, episode 0052, episode_env_steps 1001, episode_sum_max_reward_per_step 39.389999, episode_sum_max_abs_reward_per_step 39.389999, mean_reward_over_100_episodes_from_training 05.41±04.17, mean_exploration_ratio_over_100_episodes_from_training 0.0269±0.0019, mean_reward_over_100_episodes_from_eval 05.55±04.24
2025-12-29 04:12:53,022 | INFO | [trial_004 | seed 29] elapsed_time 01:02:32, episode 0053, episode_env_steps 1001, episode_sum_max_reward_per_step 39.519999, episode_sum_max_abs_reward_per_step 39.519999, mean_reward_over_100_episodes_from_training 05.47±04.16, mean_exploration_ratio_over_100_episodes_from_training 0.0269±0.0019, mean_reward_over_100_episodes_from_eval 05.66±04.28
2025-12-29 04:13:52,392 | INFO | [trial_004 | seed 29] elapsed_time 01:03:31, episode 0054, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 05.60±04.23, mean_exploration_ratio_over_100_episodes_from_training 0.0270±0.0020, mean_reward_over_100_episodes_from_eval 05.77±04.32
2025-12-29 04:14:45,367 | INFO | [trial_004 | seed 29] elapsed_time 01:04:24, episode 0055, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 05.71±04.27, mean_exploration_ratio_over_100_episodes_from_training 0.0270±0.0020, mean_reward_over_100_episodes_from_eval 05.84±04.31
2025-12-29 04:15:38,705 | INFO | [trial_004 | seed 29] elapsed_time 01:05:17, episode 0056, episode_env_steps 1001, episode_sum_max_reward_per_step 39.549999, episode_sum_max_abs_reward_per_step 39.549999, mean_reward_over_100_episodes_from_training 05.83±04.32, mean_exploration_ratio_over_100_episodes_from_training 0.0271±0.0020, mean_reward_over_100_episodes_from_eval 05.96±04.36
2025-12-29 04:16:30,774 | INFO | [trial_004 | seed 29] elapsed_time 01:06:09, episode 0057, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 05.92±04.34, mean_exploration_ratio_over_100_episodes_from_training 0.0271±0.0021, mean_reward_over_100_episodes_from_eval 06.01±04.34
2025-12-29 04:17:23,961 | INFO | [trial_004 | seed 29] elapsed_time 01:07:03, episode 0058, episode_env_steps 1001, episode_sum_max_reward_per_step 39.419999, episode_sum_max_abs_reward_per_step 39.419999, mean_reward_over_100_episodes_from_training 06.00±04.35, mean_exploration_ratio_over_100_episodes_from_training 0.0271±0.0020, mean_reward_over_100_episodes_from_eval 06.10±04.36
2025-12-29 04:18:15,677 | INFO | [trial_004 | seed 29] elapsed_time 01:07:54, episode 0059, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 06.14±04.44, mean_exploration_ratio_over_100_episodes_from_training 0.0272±0.0021, mean_reward_over_100_episodes_from_eval 06.20±04.38
2025-12-29 04:19:08,308 | INFO | [trial_004 | seed 29] elapsed_time 01:08:47, episode 0060, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 06.22±04.45, mean_exploration_ratio_over_100_episodes_from_training 0.0272±0.0021, mean_reward_over_100_episodes_from_eval 06.29±04.40
2025-12-29 04:20:01,377 | INFO | [trial_004 | seed 29] elapsed_time 01:09:40, episode 0061, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 06.32±04.48, mean_exploration_ratio_over_100_episodes_from_training 0.0272±0.0021, mean_reward_over_100_episodes_from_eval 06.36±04.40
2025-12-29 04:20:54,361 | INFO | [trial_004 | seed 29] elapsed_time 01:10:33, episode 0062, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 06.42±04.52, mean_exploration_ratio_over_100_episodes_from_training 0.0273±0.0021, mean_reward_over_100_episodes_from_eval 06.46±04.44
