2025-12-29 22:50:41,816 | INFO | Logging initialized. Log file: results\continuous_control\run_20251229_225041\run.log
2025-12-29 22:50:41,816 | INFO | Results will be saved to: results\continuous_control\run_20251229_225041
2025-12-29 22:50:41,816 | INFO | Seeds: (33, 41, 66, 39, 8, 77, 21, 20, 44, 22)
2025-12-29 22:50:41,816 | INFO | Unity exe: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-29 22:50:41,816 | INFO | No hyperparameter search requested; running a single configuration.
2025-12-29 22:50:41,816 | INFO | Using hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 01:53:10,614 | INFO | [default | seed 41] elapsed_time 01:12:07, episode 0090, episode_env_steps 1001, episode_sum_max_reward_per_step 39.729999, episode_sum_max_abs_reward_per_step 39.729999, mean_reward_over_100_episodes_from_training 30.58±10.15, mean_exploration_ratio_over_100_episodes_from_training 0.0131±0.0020, mean_reward_over_100_episodes_from_eval 30.98±09.98
2025-12-30 01:53:58,615 | INFO | [default | seed 41] elapsed_time 01:12:55, episode 0091, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 30.63±10.10, mean_exploration_ratio_over_100_episodes_from_training 0.0131±0.0020, mean_reward_over_100_episodes_from_eval 30.94±09.93
2025-12-30 01:54:45,746 | INFO | [default | seed 41] elapsed_time 01:13:42, episode 0092, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 30.66±10.05, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0020, mean_reward_over_100_episodes_from_eval 30.97±09.88
2025-12-30 01:55:31,936 | INFO | [default | seed 41] elapsed_time 01:14:28, episode 0093, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 30.70±10.01, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0020, mean_reward_over_100_episodes_from_eval 31.00±09.83
2025-12-30 01:56:19,944 | INFO | [default | seed 41] elapsed_time 01:15:16, episode 0094, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 30.72±09.96, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0020, mean_reward_over_100_episodes_from_eval 31.05±09.79
2025-12-30 01:57:08,138 | INFO | [default | seed 41] elapsed_time 01:16:04, episode 0095, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.79±09.93, mean_exploration_ratio_over_100_episodes_from_training 0.0130±0.0020, mean_reward_over_100_episodes_from_eval 31.13±09.77
2025-12-30 01:57:55,511 | INFO | [default | seed 41] elapsed_time 01:16:52, episode 0096, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 30.86±09.90, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0020, mean_reward_over_100_episodes_from_eval 31.15±09.72
2025-12-30 01:58:43,385 | INFO | [default | seed 41] elapsed_time 01:17:40, episode 0097, episode_env_steps 1001, episode_sum_max_reward_per_step 39.659999, episode_sum_max_abs_reward_per_step 39.659999, mean_reward_over_100_episodes_from_training 30.90±09.86, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0020, mean_reward_over_100_episodes_from_eval 31.19±09.68
2025-12-30 01:59:29,745 | INFO | [default | seed 41] elapsed_time 01:18:26, episode 0098, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 30.97±09.83, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0020, mean_reward_over_100_episodes_from_eval 31.25±09.65
2025-12-30 02:00:16,575 | INFO | [default | seed 41] Requirement met (evaluation metric): solved at episode 100 with mean_100_eval=31.25
2025-12-30 02:00:16,575 | INFO | [default | seed 41] elapsed_time 01:19:13, episode 0099, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 31.00±09.78, mean_exploration_ratio_over_100_episodes_from_training 0.0129±0.0020, mean_reward_over_100_episodes_from_eval 31.25±09.60
2025-12-30 02:00:16,576 | INFO | [default | seed 41] --> reached_goal_mean_reward (eval mean_100) OK
2025-12-30 02:25:26,685 | INFO | [default | seed 41] Training complete.
2025-12-30 02:25:26,685 | INFO | [default | seed 41] Solved (evaluation metric) at episode 100.
2025-12-30 02:25:26,685 | INFO | [default | seed 41] Final evaluation score 30.05±0.90 in 3260.06s training, 6263.30s wall.
2025-12-30 02:25:26,685 | INFO | [default | seed 41] Closing UnityVectorEnv (worker_id=41).
2025-12-30 02:25:26,687 | INFO | [Main] Requesting worker 41 to close Unity env.
2025-12-30 02:25:27,368 | INFO | [Main] Worker 41 joined. Unity env fully closed.
2025-12-30 02:25:27,369 | INFO | [default | seed 41] Final eval score: 30.05
2025-12-30 02:25:27,657 | INFO | [default | seed 41] Per-seed evaluation plot saved to results\continuous_control\run_20251229_225041\plots\evaluation_mean100_default_seed_41.png
2025-12-30 02:25:27,658 | INFO | [default | seed 41] Summary appended to results\continuous_control\run_20251229_225041\plots_summary.csv
2025-12-30 02:25:27,823 | INFO | [default | seed 66] Start training with hparams: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 02:25:27,823 | INFO | [default | seed 66] === Starting run for seed 66 ===
2025-12-30 02:25:27,823 | INFO | [default | seed 66] Hyperparameters: {"batch_size":500,"buffer_size":100000,"exploration_noise_ratio":0.05,"hidden_dims":[256,256],"lr":0.0005,"n_warmup_batches":5,"optimizer":"Adam","target_update_every":5,"tau":0.01}
2025-12-30 02:25:27,823 | INFO | [default | seed 66] Launching UnityVectorEnv with worker_id=66, seed=66
2025-12-30 02:25:27,823 | INFO | [Main] Spawning worker 66 for Unity env (seed=66). Executable: C:\Users\anhtu\pyspark\Reinforcement_Learning_Projects\deep-reinforcement-learning-master\p2_continuous-control\20_Agents_Reacher_Windows_x86_64\Reacher.exe
2025-12-30 02:25:27,841 | INFO | [Main] Worker 66 started (pid=82620).
2025-12-30 02:25:31,591 | INFO | [default | seed 66] Environment batched agents (train): 20
2025-12-30 02:25:59,295 | INFO | [default | seed 66] Environment batched agents (eval): 20
2025-12-30 02:26:15,136 | INFO | [default | seed 66] elapsed_time 00:00:47, episode 0000, episode_env_steps 1001, episode_sum_max_reward_per_step 11.380000, episode_sum_max_abs_reward_per_step 11.380000, mean_reward_over_100_episodes_from_training 00.72±00.00, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0000, mean_reward_over_100_episodes_from_eval 01.22±00.00
2025-12-30 02:27:00,574 | INFO | [default | seed 66] elapsed_time 00:01:32, episode 0001, episode_env_steps 1001, episode_sum_max_reward_per_step 14.060000, episode_sum_max_abs_reward_per_step 14.060000, mean_reward_over_100_episodes_from_training 00.83±00.11, mean_exploration_ratio_over_100_episodes_from_training 0.0139±0.0007, mean_reward_over_100_episodes_from_eval 01.14±00.09
2025-12-30 02:27:45,137 | INFO | [default | seed 66] elapsed_time 00:02:17, episode 0002, episode_env_steps 1001, episode_sum_max_reward_per_step 16.710000, episode_sum_max_abs_reward_per_step 16.710000, mean_reward_over_100_episodes_from_training 00.97±00.22, mean_exploration_ratio_over_100_episodes_from_training 0.0136±0.0007, mean_reward_over_100_episodes_from_eval 01.32±00.26
2025-12-30 02:28:33,144 | INFO | [default | seed 66] elapsed_time 00:03:05, episode 0003, episode_env_steps 1001, episode_sum_max_reward_per_step 26.959999, episode_sum_max_abs_reward_per_step 26.959999, mean_reward_over_100_episodes_from_training 01.27±00.56, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0008, mean_reward_over_100_episodes_from_eval 01.60±00.54
2025-12-30 02:29:20,533 | INFO | [default | seed 66] elapsed_time 00:03:52, episode 0004, episode_env_steps 1001, episode_sum_max_reward_per_step 29.439999, episode_sum_max_abs_reward_per_step 29.439999, mean_reward_over_100_episodes_from_training 01.53±00.72, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0007, mean_reward_over_100_episodes_from_eval 01.71±00.53
2025-12-30 02:30:08,469 | INFO | [default | seed 66] elapsed_time 00:04:40, episode 0005, episode_env_steps 1001, episode_sum_max_reward_per_step 33.069999, episode_sum_max_abs_reward_per_step 33.069999, mean_reward_over_100_episodes_from_training 01.87±01.00, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0007, mean_reward_over_100_episodes_from_eval 02.16±01.13
2025-12-30 02:30:55,981 | INFO | [default | seed 66] elapsed_time 00:05:28, episode 0006, episode_env_steps 1001, episode_sum_max_reward_per_step 38.209999, episode_sum_max_abs_reward_per_step 38.209999, mean_reward_over_100_episodes_from_training 02.37±01.54, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0006, mean_reward_over_100_episodes_from_eval 02.75±01.77
2025-12-30 02:31:43,923 | INFO | [default | seed 66] elapsed_time 00:06:16, episode 0007, episode_env_steps 1001, episode_sum_max_reward_per_step 38.619999, episode_sum_max_abs_reward_per_step 38.619999, mean_reward_over_100_episodes_from_training 02.95±02.10, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0006, mean_reward_over_100_episodes_from_eval 03.52±02.63
2025-12-30 02:32:30,807 | INFO | [default | seed 66] elapsed_time 00:07:02, episode 0008, episode_env_steps 1001, episode_sum_max_reward_per_step 39.559999, episode_sum_max_abs_reward_per_step 39.559999, mean_reward_over_100_episodes_from_training 03.94±03.43, mean_exploration_ratio_over_100_episodes_from_training 0.0137±0.0006, mean_reward_over_100_episodes_from_eval 04.81±04.40
2025-12-30 02:33:19,327 | INFO | [default | seed 66] elapsed_time 00:07:51, episode 0009, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 05.43±05.52, mean_exploration_ratio_over_100_episodes_from_training 0.0138±0.0007, mean_reward_over_100_episodes_from_eval 06.75±07.18
2025-12-30 02:34:07,519 | INFO | [default | seed 66] elapsed_time 00:08:39, episode 0010, episode_env_steps 1001, episode_sum_max_reward_per_step 39.579999, episode_sum_max_abs_reward_per_step 39.579999, mean_reward_over_100_episodes_from_training 07.71±08.94, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0008, mean_reward_over_100_episodes_from_eval 09.02±09.91
2025-12-30 02:34:55,889 | INFO | [default | seed 66] elapsed_time 00:09:28, episode 0011, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 10.17±11.81, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0012, mean_reward_over_100_episodes_from_eval 11.49±12.54
2025-12-30 02:35:44,238 | INFO | [default | seed 66] elapsed_time 00:10:16, episode 0012, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 12.33±13.59, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0015, mean_reward_over_100_episodes_from_eval 13.52±13.95
2025-12-30 02:36:31,956 | INFO | [default | seed 66] elapsed_time 00:11:04, episode 0013, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 14.20±14.74, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0016, mean_reward_over_100_episodes_from_eval 15.36±14.99
2025-12-30 02:37:20,248 | INFO | [default | seed 66] elapsed_time 00:11:52, episode 0014, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 15.77±15.39, mean_exploration_ratio_over_100_episodes_from_training 0.0150±0.0017, mean_reward_over_100_episodes_from_eval 16.90±15.58
2025-12-30 02:38:07,470 | INFO | [default | seed 66] elapsed_time 00:12:39, episode 0015, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 17.14±15.82, mean_exploration_ratio_over_100_episodes_from_training 0.0151±0.0017, mean_reward_over_100_episodes_from_eval 18.27±16.00
2025-12-30 02:38:54,854 | INFO | [default | seed 66] elapsed_time 00:13:27, episode 0016, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 18.29±16.03, mean_exploration_ratio_over_100_episodes_from_training 0.0151±0.0017, mean_reward_over_100_episodes_from_eval 19.44±16.21
2025-12-30 02:39:42,107 | INFO | [default | seed 66] elapsed_time 00:14:14, episode 0017, episode_env_steps 1001, episode_sum_max_reward_per_step 39.619999, episode_sum_max_abs_reward_per_step 39.619999, mean_reward_over_100_episodes_from_training 19.33±16.15, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0017, mean_reward_over_100_episodes_from_eval 20.31±16.15
2025-12-30 02:40:29,372 | INFO | [default | seed 66] elapsed_time 00:15:01, episode 0018, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 20.11±16.07, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0016, mean_reward_over_100_episodes_from_eval 21.07±16.05
2025-12-30 02:41:18,407 | INFO | [default | seed 66] elapsed_time 00:15:50, episode 0019, episode_env_steps 1001, episode_sum_max_reward_per_step 39.709999, episode_sum_max_abs_reward_per_step 39.709999, mean_reward_over_100_episodes_from_training 20.85±15.99, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0016, mean_reward_over_100_episodes_from_eval 21.87±16.03
2025-12-30 02:42:04,282 | INFO | [default | seed 66] elapsed_time 00:16:36, episode 0020, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 21.60±15.96, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0016, mean_reward_over_100_episodes_from_eval 22.47±15.87
2025-12-30 02:42:50,983 | INFO | [default | seed 66] elapsed_time 00:17:23, episode 0021, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 22.24±15.87, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0016, mean_reward_over_100_episodes_from_eval 23.06±15.74
2025-12-30 02:43:38,630 | INFO | [default | seed 66] elapsed_time 00:18:10, episode 0022, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 22.85±15.78, mean_exploration_ratio_over_100_episodes_from_training 0.0154±0.0016, mean_reward_over_100_episodes_from_eval 23.67±15.66
2025-12-30 02:44:28,074 | INFO | [default | seed 66] elapsed_time 00:19:00, episode 0023, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 23.41±15.68, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0016, mean_reward_over_100_episodes_from_eval 24.18±15.52
2025-12-30 02:45:17,683 | INFO | [default | seed 66] elapsed_time 00:19:49, episode 0024, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 23.89±15.54, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0016, mean_reward_over_100_episodes_from_eval 24.70±15.42
2025-12-30 02:46:07,343 | INFO | [default | seed 66] elapsed_time 00:20:39, episode 0025, episode_env_steps 1001, episode_sum_max_reward_per_step 39.589999, episode_sum_max_abs_reward_per_step 39.589999, mean_reward_over_100_episodes_from_training 24.28±15.37, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0015, mean_reward_over_100_episodes_from_eval 25.11±15.26
2025-12-30 02:46:54,797 | INFO | [default | seed 66] elapsed_time 00:21:26, episode 0026, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 24.66±15.20, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0015, mean_reward_over_100_episodes_from_eval 25.50±15.11
2025-12-30 02:47:42,123 | INFO | [default | seed 66] elapsed_time 00:22:14, episode 0027, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 25.05±15.06, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0015, mean_reward_over_100_episodes_from_eval 25.93±15.00
2025-12-30 02:48:29,018 | INFO | [default | seed 66] elapsed_time 00:23:01, episode 0028, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 25.43±14.94, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0015, mean_reward_over_100_episodes_from_eval 26.17±14.80
2025-12-30 02:49:15,152 | INFO | [default | seed 66] elapsed_time 00:23:47, episode 0029, episode_env_steps 1001, episode_sum_max_reward_per_step 39.529999, episode_sum_max_abs_reward_per_step 39.529999, mean_reward_over_100_episodes_from_training 25.76±14.79, mean_exploration_ratio_over_100_episodes_from_training 0.0155±0.0014, mean_reward_over_100_episodes_from_eval 26.52±14.67
2025-12-30 02:50:01,638 | INFO | [default | seed 66] elapsed_time 00:24:33, episode 0030, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 26.07±14.65, mean_exploration_ratio_over_100_episodes_from_training 0.0154±0.0014, mean_reward_over_100_episodes_from_eval 26.85±14.54
2025-12-30 02:50:48,533 | INFO | [default | seed 66] elapsed_time 00:25:20, episode 0031, episode_env_steps 1001, episode_sum_max_reward_per_step 39.639999, episode_sum_max_abs_reward_per_step 39.639999, mean_reward_over_100_episodes_from_training 26.31±14.48, mean_exploration_ratio_over_100_episodes_from_training 0.0154±0.0014, mean_reward_over_100_episodes_from_eval 27.13±14.40
2025-12-30 02:51:36,433 | INFO | [default | seed 66] elapsed_time 00:26:08, episode 0032, episode_env_steps 1001, episode_sum_max_reward_per_step 39.609999, episode_sum_max_abs_reward_per_step 39.609999, mean_reward_over_100_episodes_from_training 26.54±14.32, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0015, mean_reward_over_100_episodes_from_eval 27.37±14.24
2025-12-30 02:52:24,398 | INFO | [default | seed 66] elapsed_time 00:26:56, episode 0033, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 26.80±14.19, mean_exploration_ratio_over_100_episodes_from_training 0.0153±0.0015, mean_reward_over_100_episodes_from_eval 27.55±14.07
2025-12-30 02:53:12,509 | INFO | [default | seed 66] elapsed_time 00:27:44, episode 0034, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 26.93±14.00, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0015, mean_reward_over_100_episodes_from_eval 27.63±13.87
2025-12-30 02:54:00,842 | INFO | [default | seed 66] elapsed_time 00:28:33, episode 0035, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 27.06±13.83, mean_exploration_ratio_over_100_episodes_from_training 0.0152±0.0015, mean_reward_over_100_episodes_from_eval 27.84±13.73
2025-12-30 02:54:49,016 | INFO | [default | seed 66] elapsed_time 00:29:21, episode 0036, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 27.29±13.71, mean_exploration_ratio_over_100_episodes_from_training 0.0151±0.0015, mean_reward_over_100_episodes_from_eval 28.11±13.65
2025-12-30 02:55:36,367 | INFO | [default | seed 66] elapsed_time 00:30:08, episode 0037, episode_env_steps 1001, episode_sum_max_reward_per_step 39.669999, episode_sum_max_abs_reward_per_step 39.669999, mean_reward_over_100_episodes_from_training 27.55±13.62, mean_exploration_ratio_over_100_episodes_from_training 0.0150±0.0015, mean_reward_over_100_episodes_from_eval 28.38±13.56
2025-12-30 02:56:25,816 | INFO | [default | seed 66] elapsed_time 00:30:57, episode 0038, episode_env_steps 1001, episode_sum_max_reward_per_step 39.719999, episode_sum_max_abs_reward_per_step 39.719999, mean_reward_over_100_episodes_from_training 27.77±13.51, mean_exploration_ratio_over_100_episodes_from_training 0.0150±0.0015, mean_reward_over_100_episodes_from_eval 28.61±13.47
2025-12-30 02:57:12,816 | INFO | [default | seed 66] elapsed_time 00:31:44, episode 0039, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 27.94±13.39, mean_exploration_ratio_over_100_episodes_from_training 0.0150±0.0016, mean_reward_over_100_episodes_from_eval 28.75±13.32
2025-12-30 02:57:58,937 | INFO | [default | seed 66] elapsed_time 00:32:31, episode 0040, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 28.09±13.25, mean_exploration_ratio_over_100_episodes_from_training 0.0149±0.0016, mean_reward_over_100_episodes_from_eval 28.85±13.18
2025-12-30 02:58:46,118 | INFO | [default | seed 66] elapsed_time 00:33:18, episode 0041, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 28.23±13.13, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0016, mean_reward_over_100_episodes_from_eval 28.97±13.04
2025-12-30 02:59:34,015 | INFO | [default | seed 66] elapsed_time 00:34:06, episode 0042, episode_env_steps 1001, episode_sum_max_reward_per_step 39.599999, episode_sum_max_abs_reward_per_step 39.599999, mean_reward_over_100_episodes_from_training 28.41±13.03, mean_exploration_ratio_over_100_episodes_from_training 0.0148±0.0017, mean_reward_over_100_episodes_from_eval 29.17±12.95
2025-12-30 03:00:22,342 | INFO | [default | seed 66] elapsed_time 00:34:54, episode 0043, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 28.63±12.96, mean_exploration_ratio_over_100_episodes_from_training 0.0147±0.0017, mean_reward_over_100_episodes_from_eval 29.36±12.87
2025-12-30 03:01:10,657 | INFO | [default | seed 66] elapsed_time 00:35:42, episode 0044, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 28.81±12.87, mean_exploration_ratio_over_100_episodes_from_training 0.0146±0.0018, mean_reward_over_100_episodes_from_eval 29.47±12.74
2025-12-30 03:01:58,379 | INFO | [default | seed 66] elapsed_time 00:36:30, episode 0045, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 28.92±12.75, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0018, mean_reward_over_100_episodes_from_eval 29.54±12.61
2025-12-30 03:02:45,323 | INFO | [default | seed 66] elapsed_time 00:37:17, episode 0046, episode_env_steps 1001, episode_sum_max_reward_per_step 39.699999, episode_sum_max_abs_reward_per_step 39.699999, mean_reward_over_100_episodes_from_training 29.02±12.63, mean_exploration_ratio_over_100_episodes_from_training 0.0145±0.0019, mean_reward_over_100_episodes_from_eval 29.67±12.51
2025-12-30 03:03:31,751 | INFO | [default | seed 66] elapsed_time 00:38:03, episode 0047, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.09±12.51, mean_exploration_ratio_over_100_episodes_from_training 0.0144±0.0019, mean_reward_over_100_episodes_from_eval 29.68±12.38
2025-12-30 03:04:21,093 | INFO | [default | seed 66] elapsed_time 00:38:53, episode 0048, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.23±12.42, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0019, mean_reward_over_100_episodes_from_eval 29.81±12.28
2025-12-30 03:05:08,365 | INFO | [default | seed 66] elapsed_time 00:39:40, episode 0049, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.35±12.32, mean_exploration_ratio_over_100_episodes_from_training 0.0143±0.0020, mean_reward_over_100_episodes_from_eval 29.92±12.18
2025-12-30 03:05:56,085 | INFO | [default | seed 66] elapsed_time 00:40:28, episode 0050, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.47±12.23, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0020, mean_reward_over_100_episodes_from_eval 30.04±12.09
2025-12-30 03:06:44,014 | INFO | [default | seed 66] elapsed_time 00:41:16, episode 0051, episode_env_steps 1001, episode_sum_max_reward_per_step 39.689999, episode_sum_max_abs_reward_per_step 39.689999, mean_reward_over_100_episodes_from_training 29.60±12.15, mean_exploration_ratio_over_100_episodes_from_training 0.0142±0.0020, mean_reward_over_100_episodes_from_eval 30.19±12.02
2025-12-30 03:07:29,850 | INFO | [default | seed 66] elapsed_time 00:42:02, episode 0052, episode_env_steps 1001, episode_sum_max_reward_per_step 39.629999, episode_sum_max_abs_reward_per_step 39.629999, mean_reward_over_100_episodes_from_training 29.68±12.05, mean_exploration_ratio_over_100_episodes_from_training 0.0141±0.0020, mean_reward_over_100_episodes_from_eval 30.27±11.92
2025-12-30 03:08:16,495 | INFO | [default | seed 66] elapsed_time 00:42:48, episode 0053, episode_env_steps 1001, episode_sum_max_reward_per_step 39.649999, episode_sum_max_abs_reward_per_step 39.649999, mean_reward_over_100_episodes_from_training 29.78±11.96, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0021, mean_reward_over_100_episodes_from_eval 30.37±11.84
2025-12-30 03:09:02,108 | INFO | [default | seed 66] elapsed_time 00:43:34, episode 0054, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 29.88±11.87, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0021, mean_reward_over_100_episodes_from_eval 30.43±11.74
2025-12-30 03:09:50,426 | INFO | [default | seed 66] elapsed_time 00:44:22, episode 0055, episode_env_steps 1001, episode_sum_max_reward_per_step 39.679999, episode_sum_max_abs_reward_per_step 39.679999, mean_reward_over_100_episodes_from_training 29.98±11.79, mean_exploration_ratio_over_100_episodes_from_training 0.0140±0.0021, mean_reward_over_100_episodes_from_eval 30.56±11.67
